2026-01-04 07:51:59,125 | INFO | config.enhanced_config_manager | Timing config loaded: enabled=False
2026-01-04 16:01:32,891 | INFO | src.core.system_arming | Added kill switch: market_hours (Non-critical)
2026-01-04 16:01:32,891 | INFO | src.core.system_arming | Added kill switch: system_health (Critical)
2026-01-04 16:01:32,891 | INFO | src.core.system_arming | Added kill switch: config_integrity (Critical)
2026-01-04 16:01:32,891 | INFO | src.core.system_arming | Added kill switch: state_integrity (Critical)
2026-01-04 16:01:32,892 | INFO | src.core.system_arming | System Arming initialized with 7 kill switches
2026-01-04 16:01:32,892 | INFO | src.core.system_arming | Starting system arming sequence...
2026-01-04 16:01:32,892 | ERROR | src.core.system_arming | Capital availability check failed: 'CapitalParameters' object has no attribute 'max_position_value'
2026-01-04 16:01:32,892 | ERROR | src.core.system_arming | Critical safety check failed: capital_availability
2026-01-04 16:04:39,344 | INFO | config.enhanced_config_manager | Timing config loaded: enabled=False
2026-01-04 16:04:39,345 | INFO | src.core.risk_manager | Risk Manager initialized with comprehensive risk controls
2026-01-04 16:04:39,345 | INFO | src.screener.excel_screener | Excel screener initialized: MiniRobo.xlsx
2026-01-04 16:04:40,814 | INFO | src.screener.excel_screener | Loaded 100 enabled stocks from universe
2026-01-04 16:04:41,370 | INFO | src.core.warmup_manager | WarmupManager initialized for 10 symbols with 60 days lookback
2026-01-04 16:04:41,370 | INFO | src.core.warmup_manager | 🔥 Starting system warmup sequence...
2026-01-04 16:04:41,370 | INFO | src.core.warmup_manager |   🔄 Executing: load_market_data
2026-01-04 16:04:43,505 | INFO | src.core.warmup_manager | Market data loaded: 10/10 symbols, 430 total data points
2026-01-04 16:04:43,506 | INFO | src.core.warmup_manager |   ✅ Completed: load_market_data (2.14s, 430 data points)
2026-01-04 16:04:43,506 | INFO | src.core.warmup_manager |   🔄 Executing: calculate_indicators
2026-01-04 16:04:43,519 | INFO | src.core.warmup_manager | Calculating indicators for HDFCBANK with top data:
                                 open        high         low       close    volume  dividends  stock splits
Date                                                                                                        
2025-11-05 00:00:00+05:30  985.250000  985.250000  985.250000  985.250000         0        0.0           0.0
2025-11-06 00:00:00+05:30  981.000000  991.049988  974.000000  984.650024  22279516        0.0           0.0
2025-11-07 00:00:00+05:30  980.000000  984.900024  974.750000  982.299988  15004568        0.0           0.0
2025-11-10 00:00:00+05:30  982.299988  990.950012  980.200012  984.500000  15988262        0.0           0.0
2025-11-11 00:00:00+05:30  983.500000  993.500000  978.000000  991.700012  10200530        0.0           0.0
2026-01-04 16:04:43,525 | INFO | src.core.warmup_manager | Calculating indicators for ICICIBANK with top data:
                                  open         high          low        close    volume  dividends  stock splits
Date                                                                                                            
2025-11-05 00:00:00+05:30  1336.900024  1336.900024  1336.900024  1336.900024         0        0.0           0.0
2025-11-06 00:00:00+05:30  1330.000000  1342.199951  1317.400024  1320.400024  24221853        0.0           0.0
2025-11-07 00:00:00+05:30  1320.400024  1344.300049  1318.599976  1343.000000   7719245        0.0           0.0
2025-11-10 00:00:00+05:30  1342.900024  1349.599976  1341.000000  1348.000000   8542340        0.0           0.0
2025-11-11 00:00:00+05:30  1349.000000  1360.400024  1346.199951  1358.300049   8305184        0.0           0.0
2026-01-04 16:04:43,533 | INFO | src.core.warmup_manager | Calculating indicators for KOTAKBANK with top data:
                                  open         high          low        close   volume  dividends  stock splits
Date                                                                                                           
2025-11-05 00:00:00+05:30  2096.600098  2096.600098  2096.600098  2096.600098        0        0.0           0.0
2025-11-06 00:00:00+05:30  2073.000000  2103.800049  2072.100098  2083.199951  2380569        0.0           0.0
2025-11-07 00:00:00+05:30  2078.699951  2099.300049  2059.199951  2088.300049  1400189        0.0           0.0
2025-11-10 00:00:00+05:30  2081.000000  2104.800049  2081.000000  2092.699951  2173296        0.0           0.0
2025-11-11 00:00:00+05:30  2100.000000  2103.000000  2074.899902  2086.899902  2162842        0.0           0.0
2026-01-04 16:04:43,540 | INFO | src.core.warmup_manager | Calculating indicators for AXISBANK with top data:
                                  open         high          low        close   volume  dividends  stock splits
Date                                                                                                           
2025-11-05 00:00:00+05:30  1226.599976  1226.599976  1226.599976  1226.599976        0        0.0           0.0
2025-11-06 00:00:00+05:30  1225.000000  1239.599976  1225.000000  1228.500000  3733721        0.0           0.0
2025-11-07 00:00:00+05:30  1227.000000  1228.800049  1217.000000  1222.800049  3461466        0.0           0.0
2025-11-10 00:00:00+05:30  1222.000000  1232.800049  1215.500000  1217.000000  4140568        0.0           0.0
2025-11-11 00:00:00+05:30  1218.099976  1225.000000  1209.400024  1222.500000  5615453        0.0           0.0
2026-01-04 16:04:43,545 | INFO | src.core.warmup_manager | Calculating indicators for SBIN with top data:
                                 open        high         low       close    volume  dividends  stock splits
Date                                                                                                        
2025-11-05 00:00:00+05:30  957.599976  957.599976  957.599976  957.599976         0        0.0           0.0
2025-11-06 00:00:00+05:30  969.650024  971.400024  955.299988  960.750000  23088096        0.0           0.0
2025-11-07 00:00:00+05:30  958.750000  964.849976  944.000000  955.849976  13371323        0.0           0.0
2025-11-10 00:00:00+05:30  956.000000  963.200012  949.099976  951.150024   7343249        0.0           0.0
2025-11-11 00:00:00+05:30  953.599976  954.950012  945.049988  953.299988   8648917        0.0           0.0
2026-01-04 16:04:43,553 | INFO | src.core.warmup_manager | Calculating indicators for TCS with top data:
                                  open         high          low        close   volume  dividends  stock splits
Date                                                                                                           
2025-11-05 00:00:00+05:30  2990.199951  2990.199951  2990.199951  2990.199951        0        0.0           0.0
2025-11-06 00:00:00+05:30  2990.100098  3024.000000  2990.000000  3010.899902  2542721        0.0           0.0
2025-11-07 00:00:00+05:30  3001.000000  3004.000000  2960.500000  2991.800049  1830520        0.0           0.0
2025-11-10 00:00:00+05:30  2993.000000  3047.899902  2992.000000  3025.199951  1556656        0.0           0.0
2025-11-11 00:00:00+05:30  3045.000000  3055.699951  3018.000000  3047.000000  2806868        0.0           0.0
2026-01-04 16:04:43,560 | INFO | src.core.warmup_manager | Calculating indicators for INFY with top data:
                                  open         high          low        close    volume  dividends  stock splits
Date                                                                                                            
2025-11-05 00:00:00+05:30  1467.900024  1467.900024  1467.900024  1467.900024         0        0.0           0.0
2025-11-06 00:00:00+05:30  1478.599976  1483.000000  1461.900024  1466.699951   7944752        0.0           0.0
2025-11-07 00:00:00+05:30  1470.000000  1480.900024  1449.099976  1476.800049   8765759        0.0           0.0
2025-11-10 00:00:00+05:30  1490.099976  1520.000000  1490.000000  1513.500000   9787975        0.0           0.0
2025-11-11 00:00:00+05:30  1525.000000  1533.400024  1511.099976  1530.300049  13692989        0.0           0.0
2026-01-04 16:04:43,566 | INFO | src.core.warmup_manager | Calculating indicators for HCLTECH with top data:
                                  open         high          low        close   volume  dividends  stock splits
Date                                                                                                           
2025-11-05 00:00:00+05:30  1529.099976  1529.099976  1529.099976  1529.099976        0        0.0           0.0
2025-11-06 00:00:00+05:30  1529.099976  1531.900024  1514.300049  1526.400024  2474769        0.0           0.0
2025-11-07 00:00:00+05:30  1515.099976  1518.800049  1490.500000  1512.400024  2238714        0.0           0.0
2025-11-10 00:00:00+05:30  1518.000000  1544.900024  1511.400024  1540.500000  1558896        0.0           0.0
2025-11-11 00:00:00+05:30  1547.800049  1572.500000  1541.199951  1570.000000  2270763        0.0           0.0
2026-01-04 16:04:43,573 | INFO | src.core.warmup_manager | Calculating indicators for WIPRO with top data:
                                 open        high         low       close   volume  dividends  stock splits
Date                                                                                                       
2025-11-05 00:00:00+05:30  237.919998  237.919998  237.919998  237.919998        0        0.0           0.0
2025-11-06 00:00:00+05:30  240.000000  240.619995  238.369995  240.050003  7141517        0.0           0.0
2025-11-07 00:00:00+05:30  238.699997  239.250000  236.000000  236.490005  5520619        0.0           0.0
2025-11-10 00:00:00+05:30  237.440002  241.550003  237.020004  239.839996  8566758        0.0           0.0
2025-11-11 00:00:00+05:30  241.100006  242.050003  238.809998  241.690002  8831094        0.0           0.0
2026-01-04 16:04:43,579 | INFO | src.core.warmup_manager | Calculating indicators for TECHM with top data:
                                  open         high          low        close   volume  dividends  stock splits
Date                                                                                                           
2025-11-05 00:00:00+05:30  1409.199951  1409.199951  1409.199951  1409.199951        0        0.0           0.0
2025-11-06 00:00:00+05:30  1412.000000  1420.900024  1410.000000  1413.599976  2502412        0.0           0.0
2025-11-07 00:00:00+05:30  1400.099976  1409.800049  1385.000000  1386.699951  1209479        0.0           0.0
2025-11-10 00:00:00+05:30  1386.699951  1404.300049  1383.599976  1397.800049  2883323        0.0           0.0
2025-11-11 00:00:00+05:30  1405.000000  1410.400024  1392.199951  1408.000000  2488036        0.0           0.0
2026-01-04 16:04:43,581 | INFO | src.core.warmup_manager | Technical indicators calculated: 130 total indicators
2026-01-04 16:04:43,581 | INFO | src.core.warmup_manager |   ✅ Completed: calculate_indicators (0.07s, 130 data points)
2026-01-04 16:04:43,581 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_timing
2026-01-04 16:04:44,226 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 16:04:44,227 | INFO | src.core.realtime_monitor | Real-time market monitor initialized with 60s update interval
2026-01-04 16:04:44,227 | INFO | src.core.data_risk_mitigator | Data source risk mitigator initialized
2026-01-04 16:04:44,227 | INFO | src.strategies.market_detector | Registered real-time callbacks for market events
2026-01-04 16:04:44,228 | INFO | src.core.realtime_monitor | Started monitoring 0 symbols
2026-01-04 16:04:44,228 | INFO | src.strategies.market_detector | Enhanced real-time market detector initialized
2026-01-04 16:04:44,228 | INFO | src.timing.market_regime | Unified MarketRegimeManager initialized
2026-01-04 16:04:44,923 | ERROR | src.strategies.market_detector | Failed to analyze market state: 'dict' object has no attribute 'candle_count'
2026-01-04 16:04:44,923 | INFO | src.timing.market_regime | [MARKET REGIME] SIDEWAYS | confidence=0.50 | volatility=NORMAL
2026-01-04 16:04:44,924 | INFO | src.core.warmup_manager | Timing components warmed up - Current regime: (<MarketRegime.SIDEWAYS: 'SIDEWAYS'>, 0.5)
2026-01-04 16:04:44,924 | INFO | src.core.warmup_manager |   ✅ Completed: warmup_timing (1.34s, 1 data points)
2026-01-04 16:04:44,924 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_regime
2026-01-04 16:04:44,930 | INFO | src.core.warmup_manager | Market regime detection warmed up for 5 symbols
2026-01-04 16:04:44,931 | INFO | src.core.warmup_manager |   ✅ Completed: warmup_regime (0.01s, 5 data points)
2026-01-04 16:04:44,931 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_strategies
2026-01-04 16:04:44,932 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 16:04:44,932 | INFO | src.core.realtime_monitor | Real-time market monitor initialized with 60s update interval
2026-01-04 16:04:44,932 | INFO | src.core.data_risk_mitigator | Data source risk mitigator initialized
2026-01-04 16:04:44,932 | INFO | src.strategies.market_detector | Registered real-time callbacks for market events
2026-01-04 16:04:44,933 | INFO | src.core.realtime_monitor | Started monitoring 0 symbols
2026-01-04 16:04:44,933 | INFO | src.strategies.market_detector | Enhanced real-time market detector initialized
2026-01-04 16:04:44,933 | INFO | src.core.regime_weighting | Regime-aware strategy weighting system initialized
2026-01-04 16:04:44,933 | INFO | src.strategies.gap_trading | Gap trading strategy initialized
2026-01-04 16:04:44,934 | INFO | src.strategies.momentum_adaptive | Momentum adaptive strategy initialized
2026-01-04 16:04:44,934 | INFO | src.strategies.volatility_regime | Volatility regime strategy initialized
2026-01-04 16:04:44,934 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 16:04:44,934 | INFO | src.strategies.correlation_sync | Correlation sync strategy initialized with reactive confidence management
2026-01-04 16:04:44,935 | INFO | src.strategies.adaptive_manager | Adaptive strategy manager initialized with regime-aware weighting in AUTO mode
2026-01-04 16:04:45,497 | ERROR | src.strategies.market_detector | Failed to analyze market state: 'dict' object has no attribute 'candle_count'
2026-01-04 16:04:45,658 | INFO | src.core.regime_weighting | Market regime change: None → MarketRegime.VOLATILE_NEUTRAL
2026-01-04 16:04:45,658 | WARNING | src.core.regime_weighting | Regime change to MarketRegime.VOLATILE_NEUTRAL - invalidating confidence
2026-01-04 16:04:45,659 | INFO | src.core.regime_weighting | Significant weight change - Session: POST_MARKET, Regime: VOLATILE_NEUTRAL
2026-01-04 16:04:45,659 | INFO | src.core.regime_weighting |   gap_trading: 0.17 (base: 0.25)
2026-01-04 16:04:45,659 | INFO | src.core.regime_weighting |   momentum_adaptive: 0.19 (base: 0.25)
2026-01-04 16:04:45,659 | INFO | src.core.regime_weighting |   volatility_regime: 0.52 (base: 0.25)
2026-01-04 16:04:45,659 | INFO | src.core.regime_weighting |   correlation_sync: 0.12 (base: 0.25)
2026-01-04 16:04:45,660 | INFO | src.strategies.adaptive_manager | Evaluating HDFCBANK with strategies: ['gap_trading', 'momentum_adaptive', 'volatility_regime', 'correlation_sync'] | Weights: {'gap_trading': 0.16666666666666666, 'momentum_adaptive': 0.18750000000000003, 'volatility_regime': 0.5208333333333334, 'correlation_sync': 0.125}
2026-01-04 16:04:45,841 | ERROR | src.strategies.market_detector | Failed to analyze market state: 'dict' object has no attribute 'candle_count'
2026-01-04 16:04:46,347 | INFO | src.strategies.correlation_sync | Correlation entry approved for HDFCBANK: Correlation entry: MEDIUM correlation (0.565) | Regime: MEDIUM | Confidence: 0.79 (reactive: 0.00)
2026-01-04 16:04:46,510 | ERROR | src.strategies.market_detector | Failed to analyze market state: 'dict' object has no attribute 'candle_count'
2026-01-04 16:04:46,667 | INFO | src.core.regime_weighting | Significant weight change - Session: POST_MARKET, Regime: VOLATILE_NEUTRAL
2026-01-04 16:04:46,667 | INFO | src.core.regime_weighting |   gap_trading: 0.17 (base: 0.25)
2026-01-04 16:04:46,668 | INFO | src.core.regime_weighting |   momentum_adaptive: 0.19 (base: 0.25)
2026-01-04 16:04:46,668 | INFO | src.core.regime_weighting |   volatility_regime: 0.52 (base: 0.25)
2026-01-04 16:04:46,668 | INFO | src.core.regime_weighting |   correlation_sync: 0.12 (base: 0.25)
2026-01-04 16:04:46,668 | INFO | src.strategies.adaptive_manager | Evaluating ICICIBANK with strategies: ['gap_trading', 'momentum_adaptive', 'volatility_regime', 'correlation_sync'] | Weights: {'gap_trading': 0.16666666666666666, 'momentum_adaptive': 0.18750000000000003, 'volatility_regime': 0.5208333333333334, 'correlation_sync': 0.125}
2026-01-04 16:04:46,669 | INFO | src.strategies.correlation_sync | Correlation entry approved for ICICIBANK: Correlation entry: MEDIUM correlation (0.400) | Regime: MEDIUM | Confidence: 0.61 (reactive: 0.00)
2026-01-04 16:04:46,746 | ERROR | src.strategies.market_detector | Failed to analyze market state: 'dict' object has no attribute 'candle_count'
2026-01-04 16:04:46,953 | INFO | src.core.regime_weighting | Significant weight change - Session: POST_MARKET, Regime: VOLATILE_NEUTRAL
2026-01-04 16:04:46,954 | INFO | src.core.regime_weighting |   gap_trading: 0.17 (base: 0.25)
2026-01-04 16:04:46,954 | INFO | src.core.regime_weighting |   momentum_adaptive: 0.19 (base: 0.25)
2026-01-04 16:04:46,954 | INFO | src.core.regime_weighting |   volatility_regime: 0.52 (base: 0.25)
2026-01-04 16:04:46,954 | INFO | src.core.regime_weighting |   correlation_sync: 0.12 (base: 0.25)
2026-01-04 16:04:46,955 | INFO | src.strategies.adaptive_manager | Evaluating KOTAKBANK with strategies: ['gap_trading', 'momentum_adaptive', 'volatility_regime', 'correlation_sync'] | Weights: {'gap_trading': 0.16666666666666666, 'momentum_adaptive': 0.18750000000000003, 'volatility_regime': 0.5208333333333334, 'correlation_sync': 0.125}
2026-01-04 16:04:46,955 | INFO | src.core.warmup_manager | Strategy managers warmed up for 3 symbols
2026-01-04 16:04:46,955 | INFO | src.core.warmup_manager |   ✅ Completed: warmup_strategies (2.02s, 3 data points)
2026-01-04 16:04:46,956 | INFO | src.core.warmup_manager |   🔄 Executing: validate_warmup
2026-01-04 16:04:46,956 | WARNING | src.core.warmup_manager | Low data quality for HDFCBANK.SMA_50: 0 points
2026-01-04 16:04:46,957 | WARNING | src.core.warmup_manager | Low data quality for ICICIBANK.SMA_50: 0 points
2026-01-04 16:04:46,958 | WARNING | src.core.warmup_manager | Low data quality for KOTAKBANK.SMA_50: 0 points
2026-01-04 16:04:46,958 | WARNING | src.core.warmup_manager | Low data quality for AXISBANK.SMA_50: 0 points
2026-01-04 16:04:46,959 | WARNING | src.core.warmup_manager | Low data quality for SBIN.SMA_50: 0 points
2026-01-04 16:04:46,959 | WARNING | src.core.warmup_manager | Low data quality for TCS.SMA_50: 0 points
2026-01-04 16:04:46,960 | WARNING | src.core.warmup_manager | Low data quality for INFY.SMA_50: 0 points
2026-01-04 16:04:46,961 | WARNING | src.core.warmup_manager | Low data quality for HCLTECH.SMA_50: 0 points
2026-01-04 16:04:46,961 | WARNING | src.core.warmup_manager | Low data quality for WIPRO.SMA_50: 0 points
2026-01-04 16:04:46,962 | WARNING | src.core.warmup_manager | Low data quality for TECHM.SMA_50: 0 points
2026-01-04 16:04:46,963 | INFO | src.core.warmup_manager | Warmup validation passed: 4/4 checks
2026-01-04 16:04:46,963 | INFO | src.core.warmup_manager |   ✅ Completed: validate_warmup (0.01s, 4 data points)
2026-01-04 16:04:46,964 | INFO | src.core.warmup_manager | ✅ Warmup COMPLETED in 5.59 seconds
2026-01-04 16:04:46,964 | INFO | src.core.warmup_manager | ============================================================
2026-01-04 16:04:46,964 | INFO | src.core.warmup_manager | WARMUP SUMMARY
2026-01-04 16:04:46,964 | INFO | src.core.warmup_manager | ============================================================
2026-01-04 16:04:46,965 | INFO | src.core.warmup_manager | Status: SUCCESS
2026-01-04 16:04:46,965 | INFO | src.core.warmup_manager | Duration: 5.59 seconds
2026-01-04 16:04:46,965 | INFO | src.core.warmup_manager | Symbols warmed: 10/10
2026-01-04 16:04:46,965 | INFO | src.core.warmup_manager | Tasks completed: 6/6
2026-01-04 16:04:46,966 | INFO | src.core.warmup_manager | Indicator Status:
2026-01-04 16:04:46,966 | INFO | src.core.warmup_manager |   ✅ SMA_20
2026-01-04 16:04:46,966 | INFO | src.core.warmup_manager |   ✅ SMA_50
2026-01-04 16:04:46,966 | INFO | src.core.warmup_manager |   ✅ EMA_12
2026-01-04 16:04:46,966 | INFO | src.core.warmup_manager |   ✅ EMA_26
2026-01-04 16:04:46,967 | INFO | src.core.warmup_manager |   ✅ RSI_14
2026-01-04 16:04:46,967 | INFO | src.core.warmup_manager |   ✅ MACD
2026-01-04 16:04:46,967 | INFO | src.core.warmup_manager |   ✅ ATR_14
2026-01-04 16:04:46,967 | INFO | src.core.warmup_manager |   ❌ BOLLINGER_BANDS
2026-01-04 16:04:46,967 | INFO | src.core.warmup_manager | ============================================================
2026-01-04 16:04:46,969 | INFO | src.utils.sector_manager | Sector manager initialized
2026-01-04 16:04:46,969 | INFO | src.core.risk_manager | Risk Manager initialized with comprehensive risk controls
2026-01-04 16:04:46,969 | INFO | src.core.risk_governor | Added risk rule: EmergencyStop (priority: 5)
2026-01-04 16:04:46,970 | INFO | src.core.risk_governor | Added risk rule: MarketHours (priority: 10)
2026-01-04 16:04:46,970 | INFO | src.core.risk_governor | Added risk rule: DailyLossLimit (priority: 15)
2026-01-04 16:04:46,970 | INFO | src.core.risk_governor | Added risk rule: VolatilityAdjustment (priority: 25)
2026-01-04 16:04:46,971 | INFO | src.core.risk_governor | Risk Governor initialized with 4 risk rules
2026-01-04 16:04:46,971 | INFO | src.core.warmup_manager | WarmupManager initialized for 100 symbols with 60 days lookback
2026-01-04 16:04:46,971 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 16:04:46,971 | INFO | src.core.realtime_monitor | Real-time market monitor initialized with 60s update interval
2026-01-04 16:04:46,971 | INFO | src.core.data_risk_mitigator | Data source risk mitigator initialized
2026-01-04 16:04:46,972 | INFO | src.strategies.market_detector | Registered real-time callbacks for market events
2026-01-04 16:04:46,972 | INFO | src.core.realtime_monitor | Started monitoring 0 symbols
2026-01-04 16:04:46,972 | INFO | src.strategies.market_detector | Enhanced real-time market detector initialized
2026-01-04 16:04:46,972 | INFO | src.core.regime_weighting | Regime-aware strategy weighting system initialized
2026-01-04 16:04:46,972 | INFO | src.strategies.gap_trading | Gap trading strategy initialized
2026-01-04 16:04:46,972 | INFO | src.strategies.momentum_adaptive | Momentum adaptive strategy initialized
2026-01-04 16:04:46,973 | INFO | src.strategies.volatility_regime | Volatility regime strategy initialized
2026-01-04 16:04:46,973 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 16:04:46,973 | INFO | src.strategies.correlation_sync | Correlation sync strategy initialized with reactive confidence management
2026-01-04 16:04:46,973 | INFO | src.strategies.adaptive_manager | Adaptive strategy manager initialized with regime-aware weighting in AUTO mode
2026-01-04 16:04:46,973 | INFO | src.core.engine | Adaptive strategies initialized successfully
2026-01-04 16:04:46,973 | INFO | src.core.engine | Trading engine initialized with timing intelligence disabled
2026-01-04 16:04:46,973 | INFO | src.core.engine | Trading engine initialized with enhanced risk management
2026-01-04 16:04:46,973 | INFO | src.execution.adapter | Initialized PAPER execution adapter
2026-01-04 16:04:46,974 | INFO | src.broker.zerodha | ZerodhaBroker initialized in PAPER mode
2026-01-04 16:04:46,974 | INFO | src.broker.zerodha | Paper trading: No real connection required
2026-01-04 16:04:46,974 | INFO | src.execution.paper | Paper trading initialized
2026-01-04 16:04:46,974 | INFO | src.execution.paper | Paper trading mode initialized
2026-01-04 16:04:46,976 | INFO | src.core.system_arming | Added kill switch: emergency_file (Critical)
2026-01-04 16:04:46,976 | INFO | src.core.system_arming | Added kill switch: daily_loss_limit (Critical)
2026-01-04 16:04:46,976 | INFO | src.core.system_arming | Added kill switch: capital_availability (Critical)
2026-01-04 16:04:46,976 | INFO | src.core.system_arming | Added kill switch: market_hours (Non-critical)
2026-01-04 16:04:46,976 | INFO | src.core.system_arming | Added kill switch: system_health (Critical)
2026-01-04 16:04:46,976 | INFO | src.core.system_arming | Added kill switch: config_integrity (Critical)
2026-01-04 16:04:46,976 | INFO | src.core.system_arming | Added kill switch: state_integrity (Critical)
2026-01-04 16:04:46,976 | INFO | src.core.system_arming | System Arming initialized with 7 kill switches
2026-01-04 16:04:46,977 | INFO | src.core.system_arming | Starting system arming sequence...
2026-01-04 16:04:46,977 | ERROR | src.core.system_arming | Capital availability check failed: 'CapitalParameters' object has no attribute 'max_position_value'
2026-01-04 16:04:46,977 | ERROR | src.core.system_arming | Critical safety check failed: capital_availability
2026-01-04 16:07:30,222 | INFO | config.enhanced_config_manager | Timing config loaded: enabled=False
2026-01-04 16:07:30,222 | INFO | src.core.risk_manager | Risk Manager initialized with comprehensive risk controls
2026-01-04 16:07:30,223 | INFO | src.screener.excel_screener | Excel screener initialized: MiniRobo.xlsx
2026-01-04 16:07:31,736 | INFO | src.screener.excel_screener | Loaded 100 enabled stocks from universe
2026-01-04 16:07:32,233 | INFO | src.core.warmup_manager | WarmupManager initialized for 10 symbols with 60 days lookback
2026-01-04 16:07:32,234 | INFO | src.core.warmup_manager | 🔥 Starting system warmup sequence...
2026-01-04 16:07:32,234 | INFO | src.core.warmup_manager |   🔄 Executing: load_market_data
2026-01-04 16:07:33,973 | INFO | src.core.warmup_manager | Market data loaded: 10/10 symbols, 430 total data points
2026-01-04 16:07:33,973 | INFO | src.core.warmup_manager |   ✅ Completed: load_market_data (1.74s, 430 data points)
2026-01-04 16:07:33,974 | INFO | src.core.warmup_manager |   🔄 Executing: calculate_indicators
2026-01-04 16:07:33,987 | INFO | src.core.warmup_manager | Technical indicators calculated: 130 total indicators
2026-01-04 16:07:33,987 | INFO | src.core.warmup_manager |   ✅ Completed: calculate_indicators (0.01s, 130 data points)
2026-01-04 16:07:33,987 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_timing
2026-01-04 16:07:34,630 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 16:07:34,630 | INFO | src.core.realtime_monitor | Real-time market monitor initialized with 60s update interval
2026-01-04 16:07:34,630 | INFO | src.core.data_risk_mitigator | Data source risk mitigator initialized
2026-01-04 16:07:34,630 | INFO | src.strategies.market_detector | Registered real-time callbacks for market events
2026-01-04 16:07:34,631 | INFO | src.core.realtime_monitor | Started monitoring 0 symbols
2026-01-04 16:07:34,631 | INFO | src.strategies.market_detector | Enhanced real-time market detector initialized
2026-01-04 16:07:34,631 | INFO | src.timing.market_regime | Unified MarketRegimeManager initialized
2026-01-04 16:07:35,102 | ERROR | src.strategies.market_detector | Failed to analyze market state: 'dict' object has no attribute 'candle_count'
2026-01-04 16:07:35,102 | INFO | src.timing.market_regime | [MARKET REGIME] SIDEWAYS | confidence=0.50 | volatility=NORMAL
2026-01-04 16:07:35,102 | INFO | src.core.warmup_manager | Timing components warmed up - Current regime: (<MarketRegime.SIDEWAYS: 'SIDEWAYS'>, 0.5)
2026-01-04 16:07:35,102 | INFO | src.core.warmup_manager |   ✅ Completed: warmup_timing (1.11s, 1 data points)
2026-01-04 16:07:35,103 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_regime
2026-01-04 16:07:35,106 | INFO | src.core.warmup_manager | Market regime detection warmed up for 5 symbols
2026-01-04 16:07:35,106 | INFO | src.core.warmup_manager |   ✅ Completed: warmup_regime (0.00s, 5 data points)
2026-01-04 16:07:35,106 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_strategies
2026-01-04 16:07:35,107 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 16:07:35,107 | INFO | src.core.realtime_monitor | Real-time market monitor initialized with 60s update interval
2026-01-04 16:07:35,107 | INFO | src.core.data_risk_mitigator | Data source risk mitigator initialized
2026-01-04 16:07:35,107 | INFO | src.strategies.market_detector | Registered real-time callbacks for market events
2026-01-04 16:07:35,107 | INFO | src.core.realtime_monitor | Started monitoring 0 symbols
2026-01-04 16:07:35,108 | INFO | src.strategies.market_detector | Enhanced real-time market detector initialized
2026-01-04 16:07:35,108 | INFO | src.core.regime_weighting | Regime-aware strategy weighting system initialized
2026-01-04 16:07:35,108 | INFO | src.strategies.gap_trading | Gap trading strategy initialized
2026-01-04 16:07:35,108 | INFO | src.strategies.momentum_adaptive | Momentum adaptive strategy initialized
2026-01-04 16:07:35,108 | INFO | src.strategies.volatility_regime | Volatility regime strategy initialized
2026-01-04 16:07:35,109 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 16:07:35,109 | INFO | src.strategies.correlation_sync | Correlation sync strategy initialized with reactive confidence management
2026-01-04 16:07:35,109 | INFO | src.strategies.adaptive_manager | Adaptive strategy manager initialized with regime-aware weighting in AUTO mode
2026-01-04 16:07:35,676 | ERROR | src.strategies.market_detector | Failed to analyze market state: 'dict' object has no attribute 'candle_count'
2026-01-04 16:07:35,867 | INFO | src.core.regime_weighting | Market regime change: None → MarketRegime.VOLATILE_NEUTRAL
2026-01-04 16:07:35,868 | WARNING | src.core.regime_weighting | Regime change to MarketRegime.VOLATILE_NEUTRAL - invalidating confidence
2026-01-04 16:07:35,868 | INFO | src.core.regime_weighting | Significant weight change - Session: POST_MARKET, Regime: VOLATILE_NEUTRAL
2026-01-04 16:07:35,869 | INFO | src.core.regime_weighting |   gap_trading: 0.17 (base: 0.25)
2026-01-04 16:07:35,869 | INFO | src.core.regime_weighting |   momentum_adaptive: 0.19 (base: 0.25)
2026-01-04 16:07:35,869 | INFO | src.core.regime_weighting |   volatility_regime: 0.52 (base: 0.25)
2026-01-04 16:07:35,870 | INFO | src.core.regime_weighting |   correlation_sync: 0.12 (base: 0.25)
